DATEPRD,NPD_WELL_BORE_CODE,NPD_WELL_BORE_NAME,ON_STREAM_HRS,AVG_DOWNHOLE_PRESSURE,AVG_DOWNHOLE_TEMPERATURE,AVG_DP_TUBING,AVG_ANNULUS_PRESS,AVG_CHOKE_SIZE_P,AVG_WHP_P,AVG_WHT_P,DP_CHOKE_SIZE,BORE_OIL_VOL,BORE_GAS_VOL,BORE_WAT_VOL
07-Apr-15,7405,15/9-F-1 C,0,241.965,101.117,158.189,0,0.30342,83.776,9.6,54.242,0,0,0
08-Apr-15,7405,15/9-F-1 C,0,256.405,101.338,162.28,0,0.30742,94.125,10.7,64.874,0,0,0
09-Apr-15,7405,15/9-F-1 C,0,263.096,101.291,164.779,0,0.29358,98.317,8.077,69.244,0,0,0
10-Apr-15,7405,15/9-F-1 C,0,266.314,101.196,166.055,0,0.26571,100.258,8.448,71.282,0,0,0
11-Apr-15,7405,15/9-F-1 C,0,269.169,101.111,167.197,0,0.24146,101.973,8.785,73.17,0,0,0
12-Apr-15,7405,15/9-F-1 C,0,272.01,101.033,168.234,0,0.24098,103.776,8.049,74.804,0,0,0
13-Apr-15,7405,15/9-F-1 C,0,274.895,100.96,169.272,0,0.23666,105.623,8.821,76.695,0,0,0
14-Apr-15,7405,15/9-F-1 C,0,277.401,100.892,170.073,0,0.27624,107.328,8.98,78.313,0,0,0
15-Apr-15,7405,15/9-F-1 C,0,280.046,100.831,170.962,0,0.26275,109.085,10.291,79.844,0,0,0
16-Apr-15,7405,15/9-F-1 C,0,282.627,100.771,171.795,0,0.25917,110.832,11.491,81.576,0,0,0
17-Apr-15,7405,15/9-F-1 C,0,285.053,100.716,172.436,0,0.27304,112.617,12.199,83.164,0,0,0
18-Apr-15,7405,15/9-F-1 C,0,287.457,100.667,173.121,0,0.26261,114.335,12.455,84.953,0,0,0
19-Apr-15,7405,15/9-F-1 C,0,289.779,100.618,173.716,0,0.21968,116.063,12.304,86.594,0,0,0
20-Apr-15,7405,15/9-F-1 C,16.38,275.587,106.038,238.976,0,31.69057,36.611,31.721,18.502,82,11893,491
21-Apr-15,7405,15/9-F-1 C,24,262.874,108.015,229.997,0,52.61599,32.877,74.117,20.161,173,25444,1263
22-Apr-15,7405,15/9-F-1 C,24,253.767,108.159,216.692,0,52.59735,37.075,76.614,21.689,268,39276,1093
23-Apr-15,7405,15/9-F-1 C,24,248.853,108.145,209.488,0,52.65872,39.365,72.492,15.133,320,46340,879
24-Apr-15,7405,15/9-F-1 C,24,246.511,108.107,206.765,0,52.65302,39.746,66.226,10.816,319,46150,877
25-Apr-15,7405,15/9-F-1 C,24,243.7,108.111,204.348,0,52.70381,39.352,67.093,10.42,341,49280,823
26-Apr-15,7405,15/9-F-1 C,24,241.288,108.102,202.559,0,52.70324,38.729,67.047,9.822,340,49138,771
27-Apr-15,7405,15/9-F-1 C,24,236.871,108.197,198.189,0,55.26661,38.681,70.359,9.703,397,57219,899
28-Apr-15,7405,15/9-F-1 C,24,232.028,108.227,194.033,0,56.90749,37.995,71.304,8.996,444,63898,911
29-Apr-15,7405,15/9-F-1 C,24,224.943,108.289,187.745,0,59.77122,37.198,76.527,8.285,575,82467,814
30-Apr-15,7405,15/9-F-1 C,24,219.367,108.284,183.724,0,62.13158,35.643,77.135,6.734,608,87181,921
01-May-15,7405,15/9-F-1 C,24,213.641,108.289,179.567,0,65.01906,34.073,77.72,5.309,665,94869,926
02-May-15,7405,15/9-F-1 C,24,210.479,108.264,178.239,0,68.38615,32.24,76.68,3.58,621,88496,869
03-May-15,7405,15/9-F-1 C,9.71,209.442,108.233,178.184,0,28.40513,31.258,75.01,2.678,212,30483,299
04-May-15,7405,15/9-F-1 C,0,222.564,103.89,156.411,0,0,66.153,10.582,37.259,0,0,0
05-May-15,7405,15/9-F-1 C,0,228.487,102.973,158.353,0,0,70.133,9.775,57.947,0,0,0
06-May-15,7405,15/9-F-1 C,0,233.351,102.4,159.002,0,0,74.348,9.158,72.731,0,0,0
07-May-15,7405,15/9-F-1 C,0,237.828,101.922,157.317,0,0,80.511,10.107,79.061,0,0,0
08-May-15,7405,15/9-F-1 C,0,243.559,101.639,154.775,0,0,88.784,10.24,87.425,0,0,0
09-May-15,7405,15/9-F-1 C,0,255.884,101.667,159.05,0,0,96.834,9.687,95.614,0,0,0
10-May-15,7405,15/9-F-1 C,0,261.716,101.516,161.414,0,0,100.302,10.096,95.378,0,0,0
11-May-15,7405,15/9-F-1 C,0,265.168,101.383,162.718,0,0,102.45,10.109,95.045,0,0,0
12-May-15,7405,15/9-F-1 C,0,268.499,101.268,164.015,0,0,104.484,9.884,97.055,0,0,0
13-May-15,7405,15/9-F-1 C,0,271.381,101.165,165.139,0,0,106.242,11.148,86.789,0,0,0
14-May-15,7405,15/9-F-1 C,0,274.266,101.074,166.212,0,0,108.055,11.491,78.96,0,0,0
15-May-15,7405,15/9-F-1 C,0,276.843,100.991,167.138,0,0,109.705,10.602,80.609,0,0,0
16-May-15,7405,15/9-F-1 C,0,279.081,100.915,167.892,0,0,111.189,9.985,82.09,0,0,0
17-May-15,7405,15/9-F-1 C,0,281.35,100.848,168.649,0,0,112.701,11.1,83.604,0,0,0
18-May-15,7405,15/9-F-1 C,0,283.691,100.787,169.398,0,0,114.293,9.374,85.189,0,0,0
19-May-15,7405,15/9-F-1 C,0,285.938,100.728,170.126,0,0,115.812,9.065,86.696,0,0,0
20-May-15,7405,15/9-F-1 C,0,287.891,100.673,170.732,0,0,117.159,11.134,88.061,0,0,0
21-May-15,7405,15/9-F-1 C,0,289.624,100.623,171.236,0,0,118.387,11.216,89.303,0,0,0
22-May-15,7405,15/9-F-1 C,7.38,264.551,107.264,235.451,0,22.22339,29.099,66.361,12.029,143,20890,228
23-May-15,7405,15/9-F-1 C,24,249.195,108.201,220.216,0,73.66493,28.979,83.42,6.574,503,76175,768
24-May-15,7405,15/9-F-1 C,24,235.035,108.32,199.966,0,68.76319,35.069,78.997,5.73,537,78843,864
25-May-15,7405,15/9-F-1 C,24,233.431,108.169,197.156,0,57.35183,36.274,74.119,7.481,505,74291,803
26-May-15,7405,15/9-F-1 C,24,232.597,108.103,197.785,0,56.38097,34.812,70.583,6.06,353,51938,762
27-May-15,7405,15/9-F-1 C,20,232.834,107.774,200.665,0,56.46453,32.169,56.428,3.482,294,43077,647
28-May-15,7405,15/9-F-1 C,0,238.93,105.42,210.24,0,0,28.689,13.533,0.025,0,0,0
29-May-15,7405,15/9-F-1 C,0,246.977,102.152,187.044,0,0.21993,59.933,10.319,31.274,0,0,0
30-May-15,7405,15/9-F-1 C,0,250.832,101.504,173.19,0,0.18304,77.642,11.497,48.987,0,0,0
31-May-15,7405,15/9-F-1 C,0,256.606,101.34,167.865,0,0.16632,88.741,12.125,60.083,0,0,0
01-Jun-15,7405,15/9-F-1 C,0,267.1,101.387,170.836,0,0.15959,96.264,10.488,67.581,0,0,0
02-Jun-15,7405,15/9-F-1 C,0,272.3,101.241,172.639,0,0.15192,99.661,9.238,70.953,0,0,0
03-Jun-15,7405,15/9-F-1 C,0,275.183,101.107,173.654,0,0.12981,101.529,11.7,72.845,0,0,0
04-Jun-15,7405,15/9-F-1 C,0,277.793,101.001,174.521,0,0.13844,103.272,12.597,74.601,0,0,0
05-Jun-15,7405,15/9-F-1 C,0,280.277,100.906,175.32,0,0.11343,104.957,13.014,76.273,0,0,0
06-Jun-15,7405,15/9-F-1 C,0,282.43,100.817,175.978,0,0.13806,106.452,11.144,77.76,0,0,0
07-Jun-15,7405,15/9-F-1 C,0,284.312,100.743,176.612,0,0.11709,107.7,12.144,101.218,0,0,0
08-Jun-15,7405,15/9-F-1 C,0,286.122,100.676,177.15,0,0.09387,108.973,12.9,102.434,0,0,0
09-Jun-15,7405,15/9-F-1 C,0,287.872,100.618,177.613,0,0.09387,110.259,13.896,103.692,0,0,0
10-Jun-15,7405,15/9-F-1 C,0,289.517,100.564,178.059,0,0.08312,111.457,14.117,97.871,0,0,0
11-Jun-15,7405,15/9-F-1 C,10.45,272.691,106.904,239.07,0,22.75783,33.621,43.105,16.677,83,12120,435
12-Jun-15,7405,15/9-F-1 C,24,259.989,107.945,226.55,0,60.86207,33.439,74.249,5.695,213,31055,1287
13-Jun-15,7405,15/9-F-1 C,24,253.845,108.068,217.278,0,54.85205,36.567,74.568,8.827,256,36917,1013
14-Jun-15,7405,15/9-F-1 C,24,251.027,108.025,212.335,0,51.82022,38.693,67.98,10.961,235,34214,747
15-Jun-15,7405,15/9-F-1 C,24,248.768,108.022,209.878,0,51.7525,38.89,66.476,11.153,240,34789,703
16-Jun-15,7405,15/9-F-1 C,24,246.559,107.989,208.354,0,51.48279,38.206,63.713,10.496,245,35543,604
17-Jun-15,7405,15/9-F-1 C,24,245.202,107.96,207.843,0,51.35456,37.359,60.131,9.604,221,32378,550
18-Jun-15,7405,15/9-F-1 C,24,243.781,107.963,207.09,0,51.82289,36.692,62.832,8.926,223,32481,545
19-Jun-15,7405,15/9-F-1 C,24,242.223,107.977,206.114,0,52.09688,36.108,63.521,8.346,230,34081,555
20-Jun-15,7405,15/9-F-1 C,24,240.638,107.984,205.192,0,52.4484,35.446,63.169,7.692,219,32412,556
21-Jun-15,7405,15/9-F-1 C,24,239.848,107.956,205.379,0,52.69465,34.47,62.145,6.703,205,30485,536
22-Jun-15,7405,15/9-F-1 C,24,238.533,108.004,203.96,0,53.39162,34.572,64.545,6.813,211,31256,549
23-Jun-15,7405,15/9-F-1 C,24,234.811,108.148,199.129,0,55.36181,35.682,70.451,7.941,338,49948,746
24-Jun-15,7405,15/9-F-1 C,24,228.969,108.224,192.653,0,56.58419,36.317,74.714,8.626,422,62161,823
25-Jun-15,7405,15/9-F-1 C,24,226.215,108.169,191.41,0,56.5621,34.805,73.234,7.137,388,57125,711
26-Jun-15,7405,15/9-F-1 C,24,224.206,108.162,190.428,0,58.21413,33.778,72.321,5.959,447,65356,765
27-Jun-15,7405,15/9-F-1 C,24,221.041,108.196,187.735,0,60.8889,33.306,73.683,4.774,436,63621,747
28-Jun-15,7405,15/9-F-1 C,24,218.237,108.216,185.836,0,62.82589,32.401,72.15,3.913,452,66072,751
29-Jun-15,7405,15/9-F-1 C,24,213.81,108.287,181.869,0,69.60882,31.941,75.974,3.603,635,91315,974
30-Jun-15,7405,15/9-F-1 C,24,207.219,108.32,176.362,0,73.33077,30.857,77.129,3.123,645,92007,951
01-Jul-15,7405,15/9-F-1 C,3.29,211.121,107.516,183.435,0,10.21,27.686,41.206,0.492,16,2297,26
02-Jul-15,7405,15/9-F-1 C,0,223.997,103.61,175.686,0,0,48.31,16.358,21.775,0,0,0
03-Jul-15,7405,15/9-F-1 C,0,229.863,102.835,174.753,0,0,55.11,15.765,27.639,0,0,0
04-Jul-15,7405,15/9-F-1 C,0,234.76,102.269,171.159,0,0,63.601,15.627,36.179,0,0,0
05-Jul-15,7405,15/9-F-1 C,0,238.998,101.855,166.09,0,0,72.908,14.333,45.424,0,0,0
06-Jul-15,7405,15/9-F-1 C,0,243.327,101.521,160.629,0,0,82.699,16.023,55.078,0,0,0
07-Jul-15,7405,15/9-F-1 C,0,250.521,101.443,157.463,0,0,93.058,15.411,65.531,0,0,0
08-Jul-15,7405,15/9-F-1 C,0,261.363,101.526,161.255,0,0,100.108,15.387,72.483,0,0,0
09-Jul-15,7405,15/9-F-1 C,0,266.491,101.418,163.245,0,0,103.247,13.99,75.719,0,0,0
10-Jul-15,7405,15/9-F-1 C,0,269.74,101.314,164.436,0,0,105.304,14.193,77.858,0,0,0
11-Jul-15,7405,15/9-F-1 C,0,272.552,101.224,165.447,0,0,107.105,14.173,79.63,0,0,0
12-Jul-15,7405,15/9-F-1 C,0,275.278,101.139,166.448,0,0,108.83,14.495,81.22,0,0,0
13-Jul-15,7405,15/9-F-1 C,0,277.849,101.061,167.346,0,0,110.503,15.645,82.729,0,0,0
14-Jul-15,7405,15/9-F-1 C,0,280.24,100.986,168.151,0,0,112.09,16.731,83.87,0,0,0
15-Jul-15,7405,15/9-F-1 C,0,282.433,100.918,168.897,0,0,113.535,17.002,85.413,0,0,0
16-Jul-15,7405,15/9-F-1 C,0,284.584,100.858,169.593,0,0,114.991,17.192,86.894,0,0,0
17-Jul-15,7405,15/9-F-1 C,0,286.93,100.8,170.342,0,0,116.588,15.565,88.854,0,0,0
18-Jul-15,7405,15/9-F-1 C,0,288.936,100.74,170.96,0,0,117.976,13.542,90.351,0,0,0
19-Jul-15,7405,15/9-F-1 C,0,290.724,100.691,171.555,0,0,119.169,13.934,91.644,0,0,0
20-Jul-15,7405,15/9-F-1 C,0,292.301,100.645,172.037,0,0,120.264,14.788,92.882,0,0,0
21-Jul-15,7405,15/9-F-1 C,0,293.689,100.595,173.867,0,0,119.822,13.989,91.923,0,0,0
22-Jul-15,7405,15/9-F-1 C,22.38,268.879,107.548,240.576,0,55.01502,28.303,64.064,10.207,111,16834,1201
23-Jul-15,7405,15/9-F-1 C,24,257.853,108.119,228.911,0,76.03493,28.941,73.507,1.654,166,25057,1350
24-Jul-15,7405,15/9-F-1 C,24,248.657,108.212,216.193,0,62.36531,32.464,77.298,4.817,265,39859,1152
25-Jul-15,7405,15/9-F-1 C,24,248.316,108.076,213.898,0,53.82786,34.418,70.602,7.172,204,30789,744
26-Jul-15,7405,15/9-F-1 C,24,245.789,108.097,211.314,0,53.7594,34.475,69.989,7.227,230,34488,734
27-Jul-15,7405,15/9-F-1 C,24,243.756,108.078,209.601,0,53.47775,34.155,68.881,6.91,228,34207,678
28-Jul-15,7405,15/9-F-1 C,24,242.079,108.059,208.544,0,53.41421,33.535,67.504,6.283,224,33825,671
29-Jul-15,7405,15/9-F-1 C,24,241.095,108.014,208.547,0,53.511,32.548,65.375,5.283,183,27538,580
30-Jul-15,7405,15/9-F-1 C,24,240.008,108.035,207.54,0,54.51367,32.468,65.545,5.197,202,30240,609
31-Jul-15,7405,15/9-F-1 C,24,237.156,108.13,204.267,0,56.36182,32.889,67.562,5.46,267,40044,709
01-Aug-15,7405,15/9-F-1 C,24,231.57,108.245,197.857,0,58.64993,33.713,68.344,5.978,350,52297,826
02-Aug-15,7405,15/9-F-1 C,24,229.023,108.174,196.685,0,58.55974,32.338,67.774,4.701,323,48064,713
03-Aug-15,7405,15/9-F-1 C,24,225.786,108.216,193.707,0,62.10371,32.079,73.148,3.929,385,57759,820
04-Aug-15,7405,15/9-F-1 C,24,220.5,108.253,188.267,0,63.75049,32.233,73.749,3.898,444,66824,845
05-Aug-15,7405,15/9-F-1 C,24,213.109,108.292,182.85,0,70.87811,30.259,72.729,5.832,733,107840,1147
06-Aug-15,7405,15/9-F-1 C,24,208.74,108.277,179.073,0,73.5162,29.667,75.583,2.392,583,86710,876
07-Aug-15,7405,15/9-F-1 C,3.79,210.435,108.143,183.607,0,11.82626,26.828,71.096,1.197,54,8198,107
08-Aug-15,7405,15/9-F-1 C,0,224.068,103.672,160.319,0,0,63.749,16.51,43.912,0,0,0
09-Aug-15,7405,15/9-F-1 C,0,229.907,102.826,160.271,0,0,69.636,15.272,50.858,0,0,0
10-Aug-15,7405,15/9-F-1 C,0,234.763,102.211,156.922,0,0,77.841,15.793,59.5,0,0,0
11-Aug-15,7405,15/9-F-1 C,0,239.639,101.868,152.926,0,0,86.713,15.592,68.716,0,0,0
12-Aug-15,7405,15/9-F-1 C,0,251.347,101.902,156.565,0,0,94.782,15.524,76.946,0,0,0
13-Aug-15,7405,15/9-F-1 C,0,258.846,101.751,159.646,0,0,99.201,15.328,81.379,0,0,0
14-Aug-15,7405,15/9-F-1 C,0,262.695,101.598,161.259,0,0,101.436,16.613,83.718,0,0,0
15-Aug-15,7405,15/9-F-1 C,0,266.106,101.469,162.625,0,0,103.481,16.555,85.79,0,0,0
16-Aug-15,7405,15/9-F-1 C,0,269.289,101.357,163.907,0,0,105.381,17.447,87.446,0,0,0
17-Aug-15,7405,15/9-F-1 C,0,272.294,101.256,165.037,0,0,107.257,18.079,89.036,0,0,0
18-Aug-15,7405,15/9-F-1 C,0,274.827,101.163,165.905,0,0,108.922,17.402,90.029,0,0,0
19-Aug-15,7405,15/9-F-1 C,0,277.311,101.082,166.758,0,0,110.554,17.264,90.703,0,0,0
20-Aug-15,7405,15/9-F-1 C,0,280.006,101.008,167.69,0,0,112.316,16.509,91.513,0,0,0
21-Aug-15,7405,15/9-F-1 C,0,282.403,100.951,223.089,0,20.25874,59.314,16.104,43.056,0,0,0
22-Aug-15,7405,15/9-F-1 C,0,284.682,100.876,284.682,0,19.4138,0,16.739,0,0,0,0
23-Aug-15,7405,15/9-F-1 C,0,286.53,100.812,286.53,0,0.49005,0,17.806,0,0,0,0
24-Aug-15,7405,15/9-F-1 C,0,288.069,100.757,288.069,0,0.46119,0,17.93,0,0,0,0
25-Aug-15,7405,15/9-F-1 C,0,289.661,100.706,283.833,0,9.51871,5.828,26.043,1.009,0,0,0
26-Aug-15,7405,15/9-F-1 C,0,291.142,100.659,286.348,0,19.52653,4.794,28.181,0.23,0,0,0
27-Aug-15,7405,15/9-F-1 C,0,292.638,100.614,292.635,0,0.11849,0.002,14.91,0.044,0,0,0
28-Aug-15,7405,15/9-F-1 C,0,293.821,100.571,293.8,0,0.10666,0.021,14.047,0.021,0,0,0
29-Aug-15,7405,15/9-F-1 C,0,281.83,95.876,281.786,0,0.09115,0.044,14.692,0.044,0,0,0
30-Aug-15,7405,15/9-F-1 C,0,295.939,100.494,295.885,0,0.09078,0.054,14.517,0.054,0,0,0
31-Aug-15,7405,15/9-F-1 C,0,296.511,100.322,296.511,0,0.09185,0,15.409,14.259,0,0,0
01-Sep-15,7405,15/9-F-1 C,0,297.826,100.426,296.761,0,0.09107,1.065,23.103,27.573,0,0,0
02-Sep-15,7405,15/9-F-1 C,0,298.742,100.368,275.286,0,0.08241,23.456,21.61,5.366,0,0,0
03-Sep-15,7405,15/9-F-1 C,0,297.712,99.903,204.629,0,0.06951,93.082,19.64,63.319,0,0,0
04-Sep-15,7405,15/9-F-1 C,16.16,277.589,107.375,244.14,0,38.671,33.449,58.746,9.028,177,27384,934
05-Sep-15,7405,15/9-F-1 C,24,265.459,108.038,231.905,0,58.93306,33.554,78.656,6.862,291,44064,1417
06-Sep-15,7405,15/9-F-1 C,24,258.201,108.095,222.722,0,55.80774,35.48,76.71,8.779,344,51698,1069
07-Sep-15,7405,15/9-F-1 C,24,253.934,108.097,217.285,0,53.85619,36.649,73.612,9.977,360,53949,983
08-Sep-15,7405,15/9-F-1 C,24,250.729,108.086,214.033,0,53.287,36.696,71.531,10.044,370,55458,855
09-Sep-15,7405,15/9-F-1 C,24,247.68,108.084,211.453,0,53.28875,36.228,70.847,9.566,370,55321,819
10-Sep-15,7405,15/9-F-1 C,24,245.182,108.066,209.838,0,53.2937,35.344,69.525,8.694,356,53159,754
11-Sep-15,7405,15/9-F-1 C,24,243.32,108.032,209.228,0,53.26503,34.092,67.374,7.436,335,50331,707
12-Sep-15,7405,15/9-F-1 C,24,239.657,108.141,205.556,0,55.98024,34.101,71.443,7.378,397,58901,858
13-Sep-15,7405,15/9-F-1 C,24,235.341,108.161,201.878,0,56.80937,33.463,70.463,6.754,412,60948,840
14-Sep-15,7405,15/9-F-1 C,24,232.748,108.14,200.329,0,57.74957,32.419,71.879,5.639,427,64122,818
15-Sep-15,7405,15/9-F-1 C,24,228.465,108.187,196.545,0,60.30909,31.921,73.625,4.947,434,64317,891
16-Sep-15,7405,15/9-F-1 C,24,225.027,108.177,193.947,0,62.16607,31.081,73.849,3.963,439,64702,888
17-Sep-15,7405,15/9-F-1 C,24,220.583,108.213,189.576,0,65.79759,31.007,76.781,3.372,515,76529,931
18-Sep-15,7405,15/9-F-1 C,24,214.004,108.285,183.171,0,77.67799,30.833,79.779,2.251,615,89918,1061
19-Sep-15,7405,15/9-F-1 C,24,211.502,108.073,182.975,0,93.63543,28.527,72.66,1.08,510,74359,766
20-Sep-15,7405,15/9-F-1 C,8.31,217.541,105.905,192.876,0,34.85313,24.665,29.356,0.194,109,16389,176
21-Sep-15,7405,15/9-F-1 C,0,227.646,103.362,192.465,0,0.00014,35.181,15.718,6.683,0,0,0
22-Sep-15,7405,15/9-F-1 C,0,229.312,100.878,185.416,0,0,43.896,15.032,14.138,0,0,0
23-Sep-15,7405,15/9-F-1 C,0,237.531,101.973,181.655,0,0,55.876,16.347,25.187,0,0,0
24-Sep-15,7405,15/9-F-1 C,0,242.007,101.519,172.065,0,0,69.942,13.459,39.36,0,0,0
25-Sep-15,7405,15/9-F-1 C,0,246.114,101.261,164.262,0,0,81.852,14.019,51.216,0,0,0
26-Sep-15,7405,15/9-F-1 C,0,254.843,101.435,164.423,0,0,90.42,16.226,59.685,0,0,0
27-Sep-15,7405,15/9-F-1 C,0,263.273,101.4,167.45,0,0,95.823,15.414,64.931,0,0,0
28-Sep-15,7405,15/9-F-1 C,0,268.063,101.301,169.143,0,0,98.921,14.346,68.191,0,0,0
29-Sep-15,7405,15/9-F-1 C,0,271.155,101.203,170.18,0,0,100.975,13.93,70.435,0,0,0
30-Sep-15,7405,15/9-F-1 C,0,273.993,101.117,171.16,0,0,102.833,13.755,72.19,0,0,0
01-Oct-15,7405,15/9-F-1 C,0,276.828,101.039,172.128,0,0,104.701,13.892,74.045,0,0,0
02-Oct-15,7405,15/9-F-1 C,0,279.435,100.965,172.986,0,0,106.449,13.771,75.795,0,0,0
03-Oct-15,7405,15/9-F-1 C,0,281.727,100.897,173.672,0,0,108.055,14.272,77.336,0,0,0
04-Oct-15,7405,15/9-F-1 C,0,283.897,100.834,174.285,0,0,109.612,15.111,78.717,0,0,0
05-Oct-15,7405,15/9-F-1 C,0,285.951,100.777,174.861,0,0,111.09,15.993,80.38,0,0,0
06-Oct-15,7405,15/9-F-1 C,0,287.912,100.724,175.418,0,0,112.494,15.122,81.923,0,0,0
07-Oct-15,7405,15/9-F-1 C,0,289.486,100.674,175.937,0,0,113.55,13.661,83.215,0,0,0
08-Oct-15,7405,15/9-F-1 C,0,290.999,100.626,176.372,0,0,114.627,13.885,84.24,0,0,0
09-Oct-15,7405,15/9-F-1 C,0,292.485,100.583,176.762,0,0,115.723,14.977,85.064,0,0,0
10-Oct-15,7405,15/9-F-1 C,0,293.909,100.542,177.147,0,0,116.761,14.337,86.252,0,0,0
11-Oct-15,7405,15/9-F-1 C,0,295.269,100.504,177.485,0,0,117.783,13.501,87.462,0,0,0
12-Oct-15,7405,15/9-F-1 C,0,296.522,100.467,177.85,0,0,118.672,12.261,88.499,0,0,0
13-Oct-15,7405,15/9-F-1 C,0,297.575,100.43,178.059,0,0,119.515,13.555,89.083,0,0,0
14-Oct-15,7405,15/9-F-1 C,6.11,282.495,105.6,227.809,0,13.45897,54.686,35.887,31.837,68,10292,231
