DATEPRD,NPD_WELL_BORE_CODE,NPD_WELL_BORE_NAME,ON_STREAM_HRS,AVG_DOWNHOLE_PRESSURE,AVG_DOWNHOLE_TEMPERATURE,AVG_DP_TUBING,AVG_ANNULUS_PRESS,AVG_CHOKE_SIZE_P,AVG_WHP_P,AVG_WHT_P,DP_CHOKE_SIZE,BORE_OIL_VOL,BORE_GAS_VOL,BORE_WAT_VOL
15-Oct-15,7405,15/9-F-1 C,24,266.729,107.903,239.883,0,59.00992,26.846,79.765,8.119,106,16147,1645
16-Oct-15,7405,15/9-F-1 C,24,257.855,108.053,228.379,0,55.37971,29.476,80.058,10.756,158,23820,1229
17-Oct-15,7405,15/9-F-1 C,24,254.754,108.005,222.526,0,51.61287,32.229,72.926,13.503,154,23111,862
18-Oct-15,7405,15/9-F-1 C,24,253.1,107.963,220.286,0,50.16503,32.814,69.051,14.093,150,22354,715
19-Oct-15,7405,15/9-F-1 C,24,248.919,108.092,215.461,0,52.31617,33.458,72.877,14.754,225,33845,861
20-Oct-15,7405,15/9-F-1 C,24,244.906,108.088,211.133,0,51.12082,33.773,69.84,15.092,221,33090,816
21-Oct-15,7405,15/9-F-1 C,24,243.212,108.031,210.343,0,52.8942,32.869,61.205,9.907,208,31225,702
22-Oct-15,7405,15/9-F-1 C,24,240.393,108.07,208.128,0,55.40025,32.265,64.322,6.161,218,32598,699
23-Oct-15,7405,15/9-F-1 C,24,238.339,108.056,207.074,0,56.32231,31.265,64.551,5.208,219,32908,730
24-Oct-15,7405,15/9-F-1 C,24,234.842,108.111,203.848,0,58.32782,30.995,66.506,4.64,253,38311,735
25-Oct-15,7405,15/9-F-1 C,24,232.593,108.074,202.54,0,59.99157,30.053,66.584,5.233,284,42501,786
26-Oct-15,7405,15/9-F-1 C,24,226.844,108.183,194.498,0,55.61919,32.347,70.539,13.63,394,64546,860
27-Oct-15,7405,15/9-F-1 C,24,222.449,108.174,191.255,0,56.48962,31.193,75.355,12.502,419,68466,847
28-Oct-15,7405,15/9-F-1 C,24,219.677,108.139,189.719,0,56.47153,29.959,73.91,11.285,400,64240,801
29-Oct-15,7405,15/9-F-1 C,24,214.76,108.228,185.267,0,67.66509,29.493,76.509,7.43,606,93397,1014
30-Oct-15,7405,15/9-F-1 C,1.69,213.32,108.162,183.931,0,6.64388,29.389,73.713,1.215,3,521,7
31-Oct-15,7405,15/9-F-1 C,0,229.108,103.556,161.39,0,0.21763,67.717,12.554,41.825,0,0,0
01-Nov-15,7405,15/9-F-1 C,0,235.026,102.693,161.75,0,0.20664,73.277,11.892,47.383,0,0,0
02-Nov-15,7405,15/9-F-1 C,0,239.437,102.104,158.393,0,0.1991,81.045,11.839,54.62,0,0,0
03-Nov-15,7405,15/9-F-1 C,0,245.232,101.83,156.043,0,0.17434,89.189,10.893,62.662,0,0,0
04-Nov-15,7405,15/9-F-1 C,0,256,101.82,159.757,0,0.16086,96.244,12.483,69.396,0,0,0
05-Nov-15,7405,15/9-F-1 C,0,262.626,101.661,162.387,0,0.15917,100.239,12.805,73.051,0,0,0
06-Nov-15,7405,15/9-F-1 C,0,266.817,101.51,164.045,0,0.15893,102.771,12.906,76.248,0,0,0
07-Nov-15,7405,15/9-F-1 C,0,270.095,101.384,165.32,0,0.15107,104.774,12.617,78.386,0,0,0
08-Nov-15,7405,15/9-F-1 C,0,273.11,101.273,166.431,0,0.13999,106.679,12.392,80.318,0,0,0
09-Nov-15,7405,15/9-F-1 C,0,276.014,101.175,167.466,0,0.14453,108.548,11.566,82.195,0,0,0
10-Nov-15,7405,15/9-F-1 C,0,278.868,101.088,168.436,0,0.13611,110.431,12.899,84.256,0,0,0
11-Nov-15,7405,15/9-F-1 C,0,281.617,101.009,169.342,0,0.12831,112.275,12.505,86.866,0,0,0
12-Nov-15,7405,15/9-F-1 C,0,284.218,100.937,170.183,0,0.14426,114.035,11.744,88.534,0,0,0
13-Nov-15,7405,15/9-F-1 C,0,286.617,100.872,170.949,0,0.14319,115.668,10.707,89.821,0,0,0
14-Nov-15,7405,15/9-F-1 C,0,288.758,100.811,171.685,0,0.15823,117.073,10.868,91.549,0,0,0
15-Nov-15,7405,15/9-F-1 C,0,290.981,100.755,172.308,0,0.14446,118.672,12.439,92.887,0,0,0
16-Nov-15,7405,15/9-F-1 C,0,292.987,100.704,172.873,0,0.12348,120.114,11.211,94.072,0,0,0
17-Nov-15,7405,15/9-F-1 C,0,294.823,100.654,173.409,0,0.13176,121.413,10.062,95.4,0,0,0
18-Nov-15,7405,15/9-F-1 C,13.26,278.771,106.301,237.317,0,27.95413,41.454,35.5,23.571,63,9772,410
19-Nov-15,7405,15/9-F-1 C,24,270.762,107.612,243.92,0,56.91126,26.842,64.635,5.68,57,8878,850
20-Nov-15,7405,15/9-F-1 C,24,263.882,107.884,237.19,0,60.682,26.692,74.096,5.132,175,27015,1131
21-Nov-15,7405,15/9-F-1 C,24,251.5,108.181,222.5,0,60.68903,29,81.46,7.433,252,38791,1425
22-Nov-15,7405,15/9-F-1 C,24,244.365,108.215,212.291,0,60.66511,32.074,79.657,6.454,303,46436,1032
23-Nov-15,7405,15/9-F-1 C,24,239.834,108.202,206.722,0,60.61982,33.112,71.808,5.642,304,46216,1035
24-Nov-15,7405,15/9-F-1 C,24,236.093,108.168,203.775,0,60.61337,32.318,73.646,4.79,301,45610,910
25-Nov-15,7405,15/9-F-1 C,24,232.987,108.163,201.826,0,62.96496,31.162,74.783,3.622,309,46936,933
26-Nov-15,7405,15/9-F-1 C,24,229.877,108.13,199.969,0,65.61387,29.907,68.736,2.534,290,44165,799
27-Nov-15,7405,15/9-F-1 C,24,227.091,108.15,197.44,0,55.41932,29.651,69.427,10.641,312,47139,853
28-Nov-15,7405,15/9-F-1 C,24,224.292,108.129,195.164,0,55.42483,29.128,69.378,10.374,319,48869,809
29-Nov-15,7405,15/9-F-1 C,24,222.149,108.106,193.654,0,55.49048,28.495,70.795,9.749,325,49523,753
30-Nov-15,7405,15/9-F-1 C,24,220.581,108.088,192.866,0,55.47582,27.714,72.695,8.986,322,49034,743
01-Dec-15,7405,15/9-F-1 C,24,219.293,108.083,192.19,0,55.73845,27.104,71.461,8.558,318,48723,737
02-Dec-15,7405,15/9-F-1 C,24,217.105,108.121,190.315,0,56.25741,26.79,67.989,9.077,350,53110,738
03-Dec-15,7405,15/9-F-1 C,24,215.272,108.139,188.981,0,56.99665,26.291,71.859,8.584,353,53761,745
04-Dec-15,7405,15/9-F-1 C,24,213.676,108.142,187.961,0,56.93238,25.715,70.505,8.386,372,59285,771
05-Dec-15,7405,15/9-F-1 C,24,212.131,108.15,187.022,0,56.80454,25.109,67.014,8.378,334,51572,727
06-Dec-15,7405,15/9-F-1 C,24,211.229,108.146,187.072,0,56.828,24.156,72.424,7.893,356,54833,749
07-Dec-15,7405,15/9-F-1 C,24,209.866,108.174,185.812,0,57.60208,24.054,74.381,8.346,362,55787,764
08-Dec-15,7405,15/9-F-1 C,24,208.079,108.199,184.131,0,59.02969,23.947,69.911,8.226,406,62595,809
09-Dec-15,7405,15/9-F-1 C,5.66,207.589,108.192,184.405,0,13.98963,23.184,73.224,7.709,98,15246,192
10-Dec-15,7405,15/9-F-1 C,0,220.545,103.914,156.564,0,0,63.98,9.693,37.695,0,0,0
11-Dec-15,7405,15/9-F-1 C,0,226.235,103.165,159.644,0,0,66.591,8.576,40.134,0,0,0
12-Dec-15,7405,15/9-F-1 C,0,231.205,102.689,162.146,0,0,69.06,10.692,42.57,0,0,0
13-Dec-15,7405,15/9-F-1 C,0,235.401,102.279,162.802,0,0,72.599,11.147,46.191,0,0,0
14-Dec-15,7405,15/9-F-1 C,0,240.024,101.91,161.431,0,0,78.593,8.988,52.273,0,0,0
15-Dec-15,7405,15/9-F-1 C,0,244.596,101.534,157.33,0,0,87.266,8.812,61.048,0,0,0
16-Dec-15,7405,15/9-F-1 C,0,253.414,101.615,157.659,0,0,95.755,9.973,69.572,0,0,0
17-Dec-15,7405,15/9-F-1 C,0,262.178,101.57,161.032,0,0,101.147,10.897,74.999,0,0,0
18-Dec-15,7405,15/9-F-1 C,0,267.454,101.468,163.02,0,0,104.435,10.938,78.327,0,0,0
19-Dec-15,7405,15/9-F-1 C,0,270.949,101.366,164.356,0,0,106.593,11.227,80.51,0,0,0
20-Dec-15,7405,15/9-F-1 C,0,273.824,101.276,165.415,0,0,108.409,10.653,82.364,0,0,0
21-Dec-15,7405,15/9-F-1 C,0,276.623,101.194,166.439,0,0,110.184,9.348,84.159,0,0,0
22-Dec-15,7405,15/9-F-1 C,0,279.23,101.118,167.378,0,0,111.851,9.951,85.812,0,0,0
23-Dec-15,7405,15/9-F-1 C,0,281.643,101.049,168.202,0,0,113.44,9.291,87.736,0,0,0
24-Dec-15,7405,15/9-F-1 C,0,283.953,100.983,168.967,0,0,114.986,9.738,89.372,0,0,0
25-Dec-15,7405,15/9-F-1 C,0,286.075,100.924,169.666,0,0,116.409,9.046,90.803,0,0,0
26-Dec-15,7405,15/9-F-1 C,0,288.108,100.869,170.345,0,0,117.762,9.496,92.16,0,0,0
27-Dec-15,7405,15/9-F-1 C,0,289.947,100.816,170.884,0,0,119.063,7.813,93.447,0,0,0
28-Dec-15,7405,15/9-F-1 C,0,291.552,100.766,171.392,0,0,120.161,9.041,94.579,0,0,0
29-Dec-15,7405,15/9-F-1 C,0,292.989,100.719,171.818,0,0,121.171,9.556,95.583,0,0,0
30-Dec-15,7405,15/9-F-1 C,0,294.821,100.677,172.322,0,0,122.499,10.405,96.899,0,0,0
31-Dec-15,7405,15/9-F-1 C,0,295.862,100.635,172.694,0,0,123.168,9.491,97.569,0,0,0
01-Jan-16,7405,15/9-F-1 C,0,296.916,100.595,172.981,0,0,123.936,8.648,98.351,0,0,0
02-Jan-16,7405,15/9-F-1 C,0,298.101,100.559,173.392,0,0,124.709,8.65,99.054,0,0,0
03-Jan-16,7405,15/9-F-1 C,0,299.247,100.525,173.746,0,0.00225,125.501,4.81,93.938,0,0,0
04-Jan-16,7405,15/9-F-1 C,14.34,284.269,106.16,242.973,0,26.60707,41.295,25.043,24.841,83,13437,203
05-Jan-16,7405,15/9-F-1 C,24,277.916,107.549,250.456,0,49.8778,27.459,51.21,13.166,33,5277,843
06-Jan-16,7405,15/9-F-1 C,24,264.792,108.06,239.252,0,57.80311,25.539,77.967,9.769,94,15282,1466
07-Jan-16,7405,15/9-F-1 C,24,255.156,108.18,228.293,0,57.47243,26.863,79.187,11.103,165,26623,1413
08-Jan-16,7405,15/9-F-1 C,24,249.944,108.173,220.727,0,54.51911,29.217,76.908,13.467,194,31122,1122
09-Jan-16,7405,15/9-F-1 C,24,246.178,108.149,215.683,0,53.01709,30.495,74.297,14.756,206,32916,970
10-Jan-16,7405,15/9-F-1 C,24,244.588,108.072,214.339,0,52.21067,30.25,69.109,14.516,187,30049,811
11-Jan-16,7405,15/9-F-1 C,24,243.198,108.032,213.862,0,51.28629,29.337,66.237,13.616,170,27228,734
12-Jan-16,7405,15/9-F-1 C,24,242.526,108.001,214.203,0,51.57828,28.323,68.369,12.607,157,24965,685
13-Jan-16,7405,15/9-F-1 C,23.5,240.059,108.072,211.83,0,52.31771,28.228,71.199,13.067,233,37109,846
14-Jan-16,7405,15/9-F-1 C,24,236.321,108.12,206.539,0,52.69473,29.782,71.279,14.093,258,39859,871
15-Jan-16,7405,15/9-F-1 C,24,235.445,108.055,207.149,0,52.14367,28.295,68.107,12.614,200,31091,727
16-Jan-16,7405,15/9-F-1 C,24,234.172,108.048,206.74,0,52.30153,27.432,70.527,11.753,199,30912,695
17-Jan-16,7405,15/9-F-1 C,24,233.165,108.034,206.494,0,52.33153,26.671,70.704,11,197,30602,672
18-Jan-16,7405,15/9-F-1 C,24,231.726,108.056,205.18,0,52.80911,26.546,69.806,10.865,198,30751,704
19-Jan-16,7405,15/9-F-1 C,24,229.56,108.108,202.688,0,53.83306,26.872,73.306,11.185,258,40020,781
20-Jan-16,7405,15/9-F-1 C,13.84,227.722,107.987,201.34,0,33.37632,26.382,69.343,10.606,151,24432,493
21-Jan-16,7405,15/9-F-1 C,0,239.764,104.328,198.185,0,0,41.578,11.201,14.745,0,0,0
22-Jan-16,7405,15/9-F-1 C,0,245.023,103.264,200.601,0,0,44.422,7.884,17.049,0,0,0
23-Jan-16,7405,15/9-F-1 C,0,249.503,102.554,198.628,0,0,50.875,9.47,24.72,0,0,0
24-Jan-16,7405,15/9-F-1 C,0,253.687,101.965,190.273,0,0,63.414,9.575,37.764,0,0,0
25-Jan-16,7405,15/9-F-1 C,0,257.354,101.651,182.53,0,0,74.824,10.426,52.108,0,0,0
26-Jan-16,7405,15/9-F-1 C,0,260.629,101.452,178.381,0,0,82.248,9.001,57.776,0,0,0
27-Jan-16,7405,15/9-F-1 C,0,263.605,101.301,173.767,0,0,89.839,11,74.288,0,0,0
28-Jan-16,7405,15/9-F-1 C,0,266.36,101.177,170.21,0,0,96.15,9.225,80.593,0,0,0
29-Jan-16,7405,15/9-F-1 C,0,269.399,101.122,167.723,0,0,101.676,8.931,86.119,0,0,0
30-Jan-16,7405,15/9-F-1 C,0,275.576,101.191,169.15,0,0,106.426,6.407,90.868,0,0,0
31-Jan-16,7405,15/9-F-1 C,0,281.125,101.136,170.893,0,0,110.232,8.158,94.682,0,0,0
01-Feb-16,7405,15/9-F-1 C,0,285.146,101.067,172.013,0,0,113.133,8.65,97.582,0,0,0
02-Feb-16,7405,15/9-F-1 C,0,287.792,101.001,172.785,0,0,115.007,8.49,99.446,0,0,0
03-Feb-16,7405,15/9-F-1 C,0,290.309,100.941,173.53,0,0,116.78,9.142,101.242,0,0,0
04-Feb-16,7405,15/9-F-1 C,0,292.635,100.882,174.179,0,0,118.456,8.927,102.721,0,0,0
05-Feb-16,7405,15/9-F-1 C,0,294.36,100.826,174.594,0,0,119.767,8.523,102.891,0,0,0
06-Feb-16,7405,15/9-F-1 C,22.08,282.771,105.032,233.973,0,40.32657,48.798,17.865,27.943,66,10185,203
07-Feb-16,7405,15/9-F-1 C,24,272.324,107.662,248.423,0,53.38168,23.901,48.52,8.207,52,8288,991
08-Feb-16,7405,15/9-F-1 C,24,265.138,107.898,240.191,0,54.21946,24.947,68.167,9.213,73,11560,1062
09-Feb-16,7405,15/9-F-1 C,24,258.254,108.056,230.123,0,54.16731,28.131,72.829,12.388,119,18957,1057
10-Feb-16,7405,15/9-F-1 C,24,251.451,108.149,220.047,0,54.14206,31.404,78.309,15.645,207,32150,1108
11-Feb-16,7405,15/9-F-1 C,24,245.655,108.18,212.44,0,54.17009,33.216,77.275,17.429,210,32735,1087
12-Feb-16,7405,15/9-F-1 C,24,241.08,108.156,207.775,0,53.73642,33.304,74.487,17.287,308,47812,938
13-Feb-16,7405,15/9-F-1 C,24,239.048,108.07,207.382,0,52.60856,31.666,72.974,15.688,293,45604,791
14-Feb-16,7405,15/9-F-1 C,24,236.79,108.058,206.324,0,52.71173,30.466,72.495,14.498,241,37810,763
15-Feb-16,7405,15/9-F-1 C,24,234.79,108.041,205.395,0,52.63982,29.395,71.677,13.453,240,37455,759
16-Feb-16,7405,15/9-F-1 C,24,233.138,108.023,204.575,0,52.64716,28.563,61.753,12.626,237,37227,756
17-Feb-16,7405,15/9-F-1 C,24,231.651,108.01,203.594,0,52.61857,28.057,60.883,12.115,237,36908,748
18-Feb-16,7405,15/9-F-1 C,24,230.407,107.995,202.93,0,52.6041,27.477,68.712,11.541,232,36516,744
19-Feb-16,7405,15/9-F-1 C,24,229.33,107.983,202.434,0,52.61605,26.896,60.635,10.959,298,46879,657
20-Feb-16,7405,15/9-F-1 C,24,228.535,107.969,202.372,0,52.5706,26.163,64.998,10.249,308,47840,669
21-Feb-16,7405,15/9-F-1 C,24,227.423,108,201.224,0,53.22883,26.199,67.606,10.327,297,47177,682
22-Feb-16,7405,15/9-F-1 C,24,225.843,108.018,199.948,0,53.59606,25.895,70.942,9.923,305,48861,707
23-Feb-16,7405,15/9-F-1 C,24,225.188,108.002,200.214,0,53.54758,24.974,69.881,9.028,304,48622,713
24-Feb-16,7405,15/9-F-1 C,24,224.603,108.021,199.885,0,54.27181,24.717,70.605,8.759,327,52070,717
25-Feb-16,7405,15/9-F-1 C,24,222.382,108.081,196.968,0,54.97036,25.414,72.953,9.411,338,53576,741
26-Feb-16,7405,15/9-F-1 C,5.66,223.456,107.812,204.625,0,15.77039,18.831,62.426,3.705,25,4018,52
27-Feb-16,7405,15/9-F-1 C,0,237.501,103.916,195.652,0,0,41.85,10.39,26.305,0,0,0
28-Feb-16,7405,15/9-F-1 C,0.75,241.89,104.422,225.8,0,2.62843,16.09,13.928,7.981,1,89,1
29-Feb-16,7405,15/9-F-1 C,0,247.975,102.889,228.34,0,0.24178,19.635,7.939,4.097,0,0,0
01-Mar-16,7405,15/9-F-1 C,0,252.878,102.44,228.156,0,0.27123,24.722,6.604,9.231,0,0,0
02-Mar-16,7405,15/9-F-1 C,0,257.126,101.927,221.5,0,0.25388,35.627,8.772,20.058,0,0,0
03-Mar-16,7405,15/9-F-1 C,0,260.852,101.479,205.874,0,0.24661,54.979,10.836,39.422,0,0,0
04-Mar-16,7405,15/9-F-1 C,0,264.262,101.322,195.286,0,0.23401,68.976,9.747,53.417,0,0,0
05-Mar-16,7405,15/9-F-1 C,0,267.415,101.21,188.308,0,0.22292,79.107,9.045,63.548,0,0,0
06-Mar-16,7405,15/9-F-1 C,0,270.324,101.117,184.876,0,0.20748,85.448,8.18,69.929,0,0,0
07-Mar-16,7405,15/9-F-1 C,0,273.018,100.998,268.284,0,0.20585,4.734,9.066,1.324,0,0,0
08-Mar-16,7405,15/9-F-1 C,0,275.425,100.797,267.081,0,0.20531,8.345,14.737,7.149,0,0,0
09-Mar-16,7405,15/9-F-1 C,0,277.748,100.792,222.885,0,0.19944,54.862,7.893,53.506,0,0,0
10-Mar-16,7405,15/9-F-1 C,0,279.679,100.883,193.622,0,0.19608,86.057,8.399,84.564,0,0,0
11-Mar-16,7405,15/9-F-1 C,0,281.272,100.859,189.419,0,0.1936,91.853,7.555,90.226,0,0,0
12-Mar-16,7405,15/9-F-1 C,0,285.42,100.9,188.487,0,0.18534,96.934,7.279,95.173,0,0,0
13-Mar-16,7405,15/9-F-1 C,0,290.391,100.876,189.124,0,0.19916,101.266,7.546,99.373,0,0,0
14-Mar-16,7405,15/9-F-1 C,0,294.401,100.838,189.639,0,0.21273,104.762,9.671,102.702,0,0,0
15-Mar-16,7405,15/9-F-1 C,0,297.501,100.798,190.036,0,0.18889,107.465,11.253,105.24,0,0,0
16-Mar-16,7405,15/9-F-1 C,0,299.722,100.756,190.312,0,0.18592,109.41,11.268,107.028,0,0,0
17-Mar-16,7405,15/9-F-1 C,21.76,289.08,105.43,241.516,0,39.20017,47.564,24.626,27.178,50,8087,764
18-Mar-16,7405,15/9-F-1 C,24,281.178,107.557,253.264,0,49.50087,27.914,57.584,12.344,38,6203,844
19-Mar-16,7405,15/9-F-1 C,24,275.321,107.799,248.431,0,51.16093,26.89,61.414,11.25,64,10455,931
20-Mar-16,7405,15/9-F-1 C,24,270.345,107.895,241.731,0,51.05473,28.614,70.084,12.965,82,13263,858
21-Mar-16,7405,15/9-F-1 C,24,265.651,107.976,234.772,0,51.04213,30.879,71.747,15.198,109,17787,919
22-Mar-16,7405,15/9-F-1 C,24,260.901,108.056,228.736,0,51.69107,32.165,73.865,16.475,189,30603,985
23-Mar-16,7405,15/9-F-1 C,24,255.506,108.126,221.918,0,52.67783,33.587,74.748,17.495,244,39160,976
24-Mar-16,7405,15/9-F-1 C,24,250.393,108.149,216.011,0,52.94943,34.382,68.641,18.073,247,40029,983
25-Mar-16,7405,15/9-F-1 C,24,246.173,108.138,211.993,0,52.93515,34.18,72.985,17.986,248,40440,936
26-Mar-16,7405,15/9-F-1 C,24,241.959,108.15,208.721,0,53.88786,33.238,68.793,17.028,265,43614,913
27-Mar-16,7405,15/9-F-1 C,23,238.132,108.139,206.27,0,54.10047,31.862,67.324,15.658,253,42108,872
28-Mar-16,7405,15/9-F-1 C,24,235.061,108.125,204.563,0,54.32924,30.498,73.935,14.288,272,44973,882
29-Mar-16,7405,15/9-F-1 C,24,231.524,108.13,202.044,0,54.76382,29.48,76.353,13.28,276,45176,894
30-Mar-16,7405,15/9-F-1 C,24,228.853,108.106,200.457,0,54.74367,28.396,74.63,12.212,293,48067,833
31-Mar-16,7405,15/9-F-1 C,24,226.555,108.091,198.965,0,54.69002,27.59,74.726,11.86,287,46865,821
01-Apr-16,7405,15/9-F-1 C,24,224.568,108.074,197.511,0,54.77048,27.057,67.334,11.375,299,48700,794
02-Apr-16,7405,15/9-F-1 C,24,223.012,108.058,196.629,0,54.68774,26.383,69.559,10.681,285,46880,766
03-Apr-16,7405,15/9-F-1 C,24,221.813,108.044,196.133,0,54.72411,25.681,72.502,9.91,280,45843,748
04-Apr-16,7405,15/9-F-1 C,24,220.78,108.042,195.665,0,55.06795,25.115,71.75,9.197,282,45801,797
05-Apr-16,7405,15/9-F-1 C,24,218.752,108.078,193.411,0,55.99813,25.341,72.218,9.101,317,51991,793
06-Apr-16,7405,15/9-F-1 C,20.82,218.438,107.857,192.83,0,45.14344,25.608,66.568,9.83,208,34998,542
07-Apr-16,7405,15/9-F-1 C,0,228.199,104.819,191.137,0,0,37.062,19.72,14.37,0,0,0
08-Apr-16,7405,15/9-F-1 C,0,234.98,103.628,224.16,0,0.71281,10.82,7.476,4.903,0,0,0
09-Apr-16,7405,15/9-F-1 C,0,239.915,103.032,237.096,0,0.77911,2.82,2.078,3.856,0,0,0
10-Apr-16,7405,15/9-F-1 C,0,244.889,102.628,236.223,0,0,8.666,6.893,0.068,0,0,0
11-Apr-16,7405,15/9-F-1 C,0,249.408,102.132,241.948,0,0,7.46,9.14,0.216,0,0,0
12-Apr-16,7405,15/9-F-1 C,0,253.41,101.72,246.965,0,0,6.445,10.011,0.784,0,0,0
13-Apr-16,7405,15/9-F-1 C,0,256.99,101.509,249.882,0,0,7.107,10.237,0.496,0,0,0
14-Apr-16,7405,15/9-F-1 C,0,260.284,101.372,252.512,0,0,7.772,11.299,0.249,0,0,0
15-Apr-16,7405,15/9-F-1 C,0,263.327,101.269,255.063,0,0,8.263,10.54,0.077,0,0,0
16-Apr-16,7405,15/9-F-1 C,0,266.148,101.17,257.473,0,0,8.675,10.079,0.068,0,0,0
17-Apr-16,7405,15/9-F-1 C,0,270.268,101.198,263.77,0,0,6.498,9.802,2.645,0,0,0
18-Apr-16,7405,15/9-F-1 C,0,276.869,101.231,263.155,0,0,13.714,11.742,4.12,0,0,0
19-Apr-16,7405,15/9-F-1 C,0,282.105,101.178,273.53,0,0.26519,8.576,10.119,1.866,0,0,0
20-Apr-16,7405,15/9-F-1 C,0,285.096,101.131,266.816,0,0,18.28,9.872,7.414,0,0,0
21-Apr-16,7405,15/9-F-1 C,0,0,0,0,0,0,0,0,0,0,0,0
